Country Name,2019
Algeria,20.407941949491
French Polynesia,20.5923590296429
Lebanon,20.6977589567577
Rwanda,21.8254493508994
Sri Lanka,21.8235328944217
Timor-Leste,21.2720506908123
Tonga,21.9718329230219
